audio_path,relative_path,filename,authenticity,word_count,char_count,vowel_count,consonant_count,avg_word_length,has_cyrillic,has_latin
audio/008ea70c325719659508373224568fd0.wav,audio/008ea70c325719659508373224568fd0.wav,008ea70c325719659508373224568fd0.wav,real,4,21,6,12,5.25,1,1
audio/008f7472a55b07363112070e85cde7dd.wav,audio/008f7472a55b07363112070e85cde7dd.wav,008f7472a55b07363112070e85cde7dd.wav,real,6,38,14,19,6.333333333333333,1,0
audio/009a771bd38137aeed3e6393c27a433b.wav,audio/009a771bd38137aeed3e6393c27a433b.wav,009a771bd38137aeed3e6393c27a433b.wav,real,6,42,15,22,7.0,1,0
audio/00a5c37ffb884e4ce76ef26d5059a138.wav,audio/00a5c37ffb884e4ce76ef26d5059a138.wav,00a5c37ffb884e4ce76ef26d5059a138.wav,real,7,40,14,19,5.714285714285714,1,0
audio/00a86763f9cb3a97cea8507c8d9737ef.wav,audio/00a86763f9cb3a97cea8507c8d9737ef.wav,00a86763f9cb3a97cea8507c8d9737ef.wav,real,4,29,11,15,7.25,1,0
audio/00b1dd4be8a32fc7e4ab7aaffb9666e0.wav,audio/00b1dd4be8a32fc7e4ab7aaffb9666e0.wav,00b1dd4be8a32fc7e4ab7aaffb9666e0.wav,real,6,41,14,21,6.833333333333333,1,0
audio/00b4dbc9944e1df6f323f76762cdcbf3.wav,audio/00b4dbc9944e1df6f323f76762cdcbf3.wav,00b4dbc9944e1df6f323f76762cdcbf3.wav,real,2,17,7,8,8.5,1,0
audio/00bfd69bf8853994e1269b5a31539b84.wav,audio/00bfd69bf8853994e1269b5a31539b84.wav,00bfd69bf8853994e1269b5a31539b84.wav,real,6,48,15,27,8.0,1,1
audio/00bfeac1e2be132b16ac73dab1c44181.wav,audio/00bfeac1e2be132b16ac73dab1c44181.wav,00bfeac1e2be132b16ac73dab1c44181.wav,real,4,28,12,12,7.0,1,0
audio/00c0a3fbeecc3915842ce87151418cc3.wav,audio/00c0a3fbeecc3915842ce87151418cc3.wav,00c0a3fbeecc3915842ce87151418cc3.wav,real,2,12,5,6,6.0,1,0
audio/00c1f52f7f7d1b05be6f333c9e264d79.wav,audio/00c1f52f7f7d1b05be6f333c9e264d79.wav,00c1f52f7f7d1b05be6f333c9e264d79.wav,real,9,61,22,29,6.777777777777778,1,0
audio/00c39c13a10befc59629e6d275e25888.wav,audio/00c39c13a10befc59629e6d275e25888.wav,00c39c13a10befc59629e6d275e25888.wav,real,3,21,7,11,7.0,1,0
audio/00cd6161134672384854f2b68785f52a.wav,audio/00cd6161134672384854f2b68785f52a.wav,00cd6161134672384854f2b68785f52a.wav,real,4,24,6,14,6.0,1,1
audio/00dafa32e4bdecb1cd5754693b796b2b.wav,audio/00dafa32e4bdecb1cd5754693b796b2b.wav,00dafa32e4bdecb1cd5754693b796b2b.wav,real,4,31,10,17,7.75,1,0
audio/00e3f2504eab100612c86f0a9b8dd9be.wav,audio/00e3f2504eab100612c86f0a9b8dd9be.wav,00e3f2504eab100612c86f0a9b8dd9be.wav,real,7,47,16,24,6.714285714285714,1,0
audio/00ed568270cfba98d3265c3d646f0ecb.wav,audio/00ed568270cfba98d3265c3d646f0ecb.wav,00ed568270cfba98d3265c3d646f0ecb.wav,real,5,34,13,17,6.8,1,0
audio/00ee619c6041b081cb4b9ee4fc6b22ae.wav,audio/00ee619c6041b081cb4b9ee4fc6b22ae.wav,00ee619c6041b081cb4b9ee4fc6b22ae.wav,real,6,45,15,21,7.5,1,0
audio/00f019eb9344b220a17ffa5b4bf30fef.wav,audio/00f019eb9344b220a17ffa5b4bf30fef.wav,00f019eb9344b220a17ffa5b4bf30fef.wav,real,3,12,5,5,4.0,1,0
audio/010ca77da0f852007cf8c8e3ec5b6232.wav,audio/010ca77da0f852007cf8c8e3ec5b6232.wav,010ca77da0f852007cf8c8e3ec5b6232.wav,real,4,24,9,12,6.0,1,0
audio/011eabdfb054e4117d4b9c7d8ba7789c.wav,audio/011eabdfb054e4117d4b9c7d8ba7789c.wav,011eabdfb054e4117d4b9c7d8ba7789c.wav,real,6,32,12,15,5.333333333333333,1,0
audio/012e76806364f1d102df690bf7f95c6c.wav,audio/012e76806364f1d102df690bf7f95c6c.wav,012e76806364f1d102df690bf7f95c6c.wav,real,5,28,10,13,5.6,1,0
audio/012e79b183af0bcef542a086c9e6a4ae.wav,audio/012e79b183af0bcef542a086c9e6a4ae.wav,012e79b183af0bcef542a086c9e6a4ae.wav,real,15,83,29,39,5.533333333333333,1,0
audio/014d8877ac68d35d2a9fde62796286f7.wav,audio/014d8877ac68d35d2a9fde62796286f7.wav,014d8877ac68d35d2a9fde62796286f7.wav,real,6,38,13,14,6.333333333333333,1,0
audio/014e1303658e948cedd85446ccbe628e.wav,audio/014e1303658e948cedd85446ccbe628e.wav,014e1303658e948cedd85446ccbe628e.wav,real,6,46,17,24,7.666666666666667,1,0
audio/01571c229158bfac1c769b08896056d7.wav,audio/01571c229158bfac1c769b08896056d7.wav,01571c229158bfac1c769b08896056d7.wav,real,4,22,7,12,5.5,1,0
audio/015b7c82d84afdae6b71e68690b39e09.wav,audio/015b7c82d84afdae6b71e68690b39e09.wav,015b7c82d84afdae6b71e68690b39e09.wav,real,1,6,3,3,6.0,1,0
audio/016ced0f4b1135a3399481ffd9c54aa9.wav,audio/016ced0f4b1135a3399481ffd9c54aa9.wav,016ced0f4b1135a3399481ffd9c54aa9.wav,real,2,16,6,9,8.0,1,0
audio/0174013843dbc8084716a866e35ceaca.wav,audio/0174013843dbc8084716a866e35ceaca.wav,0174013843dbc8084716a866e35ceaca.wav,real,7,35,10,15,5.0,1,0
audio/0175f0c6f256de46a9b75df2f7d3a0ef.wav,audio/0175f0c6f256de46a9b75df2f7d3a0ef.wav,0175f0c6f256de46a9b75df2f7d3a0ef.wav,real,1,6,2,4,6.0,1,0
audio/018787f985e2c3d5afc29800a45b773f.wav,audio/018787f985e2c3d5afc29800a45b773f.wav,018787f985e2c3d5afc29800a45b773f.wav,real,2,17,7,9,8.5,1,0
audio/018e68acd1e41abe44a6077d0331d7c6.wav,audio/018e68acd1e41abe44a6077d0331d7c6.wav,018e68acd1e41abe44a6077d0331d7c6.wav,real,5,26,9,13,5.2,1,0
audio/0192e66795baa09424efbac5710f6992.wav,audio/0192e66795baa09424efbac5710f6992.wav,0192e66795baa09424efbac5710f6992.wav,real,1,5,3,2,5.0,1,0
audio/019a27cda925492ca32b0bb2b5c24afd.wav,audio/019a27cda925492ca32b0bb2b5c24afd.wav,019a27cda925492ca32b0bb2b5c24afd.wav,real,10,60,21,28,6.0,1,0
audio/019cc1c6c7b7d61c4811bc6674e5676b.wav,audio/019cc1c6c7b7d61c4811bc6674e5676b.wav,019cc1c6c7b7d61c4811bc6674e5676b.wav,real,5,29,11,14,5.8,1,0
audio/01a05ec777137db6fca31c02fe495527.wav,audio/01a05ec777137db6fca31c02fe495527.wav,01a05ec777137db6fca31c02fe495527.wav,real,4,22,5,13,5.5,1,1
audio/01a5d14af00f44b1cde14e20cdcc25ac.wav,audio/01a5d14af00f44b1cde14e20cdcc25ac.wav,01a5d14af00f44b1cde14e20cdcc25ac.wav,real,5,15,0,0,3.0,0,0
audio/01acf8b2591bcefd0bd45eb132419964.wav,audio/01acf8b2591bcefd0bd45eb132419964.wav,01acf8b2591bcefd0bd45eb132419964.wav,real,8,54,20,27,6.75,1,0
audio/01b5c80221cf32084af0fb2e7e1135e0.wav,audio/01b5c80221cf32084af0fb2e7e1135e0.wav,01b5c80221cf32084af0fb2e7e1135e0.wav,real,5,44,16,23,8.8,1,0
audio/01d251175199ac01c065ca7078e0cca8.wav,audio/01d251175199ac01c065ca7078e0cca8.wav,01d251175199ac01c065ca7078e0cca8.wav,real,9,64,23,33,7.111111111111111,1,0
audio/01d5be9e05f7291f8c40b6d7b205f4f5.wav,audio/01d5be9e05f7291f8c40b6d7b205f4f5.wav,01d5be9e05f7291f8c40b6d7b205f4f5.wav,real,9,42,13,16,4.666666666666667,1,1
audio/01e16bbc682f54e0ed6f85b8208e49be.wav,audio/01e16bbc682f54e0ed6f85b8208e49be.wav,01e16bbc682f54e0ed6f85b8208e49be.wav,real,6,48,16,27,8.0,1,0
audio/01e7d17711b7cbd48bfb023c5f0d5eef.wav,audio/01e7d17711b7cbd48bfb023c5f0d5eef.wav,01e7d17711b7cbd48bfb023c5f0d5eef.wav,real,8,50,18,23,6.25,1,0
audio/01eb0a6c12c223310a3111261be87de1.wav,audio/01eb0a6c12c223310a3111261be87de1.wav,01eb0a6c12c223310a3111261be87de1.wav,real,6,36,15,16,6.0,1,0
audio/01ec56022029251936c843972ef68306.wav,audio/01ec56022029251936c843972ef68306.wav,01ec56022029251936c843972ef68306.wav,real,11,73,27,34,6.636363636363637,1,1
audio/01ed5c5013cb1c08c76fbcc4aacddfe5.wav,audio/01ed5c5013cb1c08c76fbcc4aacddfe5.wav,01ed5c5013cb1c08c76fbcc4aacddfe5.wav,real,4,26,8,12,6.5,1,1
audio/01f81b84a7d2a6d9a6a646547efc5e8a.wav,audio/01f81b84a7d2a6d9a6a646547efc5e8a.wav,01f81b84a7d2a6d9a6a646547efc5e8a.wav,real,4,27,11,11,6.75,1,0
audio/01fd945ba02a08194259fdcc019529fa.wav,audio/01fd945ba02a08194259fdcc019529fa.wav,01fd945ba02a08194259fdcc019529fa.wav,real,5,27,11,11,5.4,1,0
audio/01fdd0b0f1b44f8442b9a3e6eaf19e7a.wav,audio/01fdd0b0f1b44f8442b9a3e6eaf19e7a.wav,01fdd0b0f1b44f8442b9a3e6eaf19e7a.wav,real,1,5,2,3,5.0,1,0
audio/0200b04d96159ed3b76a8264b44823dd.wav,audio/0200b04d96159ed3b76a8264b44823dd.wav,0200b04d96159ed3b76a8264b44823dd.wav,real,3,19,7,10,6.333333333333333,1,0
audio/020247232fb1725d5d70a7c81b855705.wav,audio/020247232fb1725d5d70a7c81b855705.wav,020247232fb1725d5d70a7c81b855705.wav,real,3,21,8,11,7.0,1,0
audio/021d8edb171ac21d35340213bc7341e1.wav,audio/021d8edb171ac21d35340213bc7341e1.wav,021d8edb171ac21d35340213bc7341e1.wav,real,2,13,5,7,6.5,1,0
audio/022e5ca87e8cb83736ca833afb5a5151.wav,audio/022e5ca87e8cb83736ca833afb5a5151.wav,022e5ca87e8cb83736ca833afb5a5151.wav,real,4,24,9,12,6.0,1,0
audio/0236397037f684487bc009b506b15b35.wav,audio/0236397037f684487bc009b506b15b35.wav,0236397037f684487bc009b506b15b35.wav,real,2,9,3,5,4.5,1,1
audio/023a6e8c1cf3ce8f8b91ba3af4c431c9.wav,audio/023a6e8c1cf3ce8f8b91ba3af4c431c9.wav,023a6e8c1cf3ce8f8b91ba3af4c431c9.wav,real,1,6,2,4,6.0,0,1
audio/0242b81ab1db3e47e7c55d5ff9327aef.wav,audio/0242b81ab1db3e47e7c55d5ff9327aef.wav,0242b81ab1db3e47e7c55d5ff9327aef.wav,real,5,29,10,11,5.8,1,0
audio/024dcfdacd238fdc87d8faac235df377.wav,audio/024dcfdacd238fdc87d8faac235df377.wav,024dcfdacd238fdc87d8faac235df377.wav,real,7,42,12,21,6.0,1,0
audio/025c34d57bdcbfd56421869f8beb2aca.wav,audio/025c34d57bdcbfd56421869f8beb2aca.wav,025c34d57bdcbfd56421869f8beb2aca.wav,real,7,42,13,21,6.0,1,0
audio/025d666445cab7f35bf974130ed3b18e.wav,audio/025d666445cab7f35bf974130ed3b18e.wav,025d666445cab7f35bf974130ed3b18e.wav,real,8,62,23,31,7.75,1,0
audio/025ec4999957fbdd393fe9548f73d3e6.wav,audio/025ec4999957fbdd393fe9548f73d3e6.wav,025ec4999957fbdd393fe9548f73d3e6.wav,real,2,12,5,5,6.0,1,0
audio/027b66e92b21dc823d8edbc0c922d215.wav,audio/027b66e92b21dc823d8edbc0c922d215.wav,027b66e92b21dc823d8edbc0c922d215.wav,real,3,12,3,5,4.0,1,0
audio/0293d5756702357ace8b61b698a5804e.wav,audio/0293d5756702357ace8b61b698a5804e.wav,0293d5756702357ace8b61b698a5804e.wav,real,3,19,7,10,6.333333333333333,1,0
audio/029df60bc9c53f9a3f06f225b06f682c.wav,audio/029df60bc9c53f9a3f06f225b06f682c.wav,029df60bc9c53f9a3f06f225b06f682c.wav,real,3,16,6,8,5.333333333333333,1,0
audio/02aca1aff8438177a5df3eaa2d957c6f.wav,audio/02aca1aff8438177a5df3eaa2d957c6f.wav,02aca1aff8438177a5df3eaa2d957c6f.wav,real,1,5,1,4,5.0,0,1
audio/02ad706c4e95beb30c7947588a711900.wav,audio/02ad706c4e95beb30c7947588a711900.wav,02ad706c4e95beb30c7947588a711900.wav,real,5,24,8,9,4.8,1,0
audio/02b25708f85112be47350632fab76375.wav,audio/02b25708f85112be47350632fab76375.wav,02b25708f85112be47350632fab76375.wav,real,7,31,11,13,4.428571428571429,1,0
audio/02bff8b5fdf2e453741afd283306ab31.wav,audio/02bff8b5fdf2e453741afd283306ab31.wav,02bff8b5fdf2e453741afd283306ab31.wav,real,2,17,6,10,8.5,1,0
audio/02c6b8c78a3b40f49b6d4dc7c7e441dd.wav,audio/02c6b8c78a3b40f49b6d4dc7c7e441dd.wav,02c6b8c78a3b40f49b6d4dc7c7e441dd.wav,real,8,48,16,24,6.0,1,0
audio/02cd6073d044d4687b6173b9c8571721.wav,audio/02cd6073d044d4687b6173b9c8571721.wav,02cd6073d044d4687b6173b9c8571721.wav,real,5,39,15,18,7.8,1,0
audio/02d5f760ace55096ce5e7d9f93c9fbb0.wav,audio/02d5f760ace55096ce5e7d9f93c9fbb0.wav,02d5f760ace55096ce5e7d9f93c9fbb0.wav,real,2,20,8,10,10.0,1,0
audio/02db9b4802f68d6a6dbe96615b017e22.wav,audio/02db9b4802f68d6a6dbe96615b017e22.wav,02db9b4802f68d6a6dbe96615b017e22.wav,real,5,28,11,13,5.6,1,0
audio/02e2fd7b2355a14ad60fdeedecfcf968.wav,audio/02e2fd7b2355a14ad60fdeedecfcf968.wav,02e2fd7b2355a14ad60fdeedecfcf968.wav,real,4,22,8,11,5.5,1,0
audio/02e799c177261c089d2fd5863a90ded1.wav,audio/02e799c177261c089d2fd5863a90ded1.wav,02e799c177261c089d2fd5863a90ded1.wav,real,2,15,5,9,7.5,1,0
audio/02e9b06d250ab12c20516d74eef1cb60.wav,audio/02e9b06d250ab12c20516d74eef1cb60.wav,02e9b06d250ab12c20516d74eef1cb60.wav,real,5,25,9,12,5.0,1,1
audio/02ea3319f900fbd81a2941b3fb8dcfe0.wav,audio/02ea3319f900fbd81a2941b3fb8dcfe0.wav,02ea3319f900fbd81a2941b3fb8dcfe0.wav,real,6,44,19,20,7.333333333333333,1,0
audio/02eb800f48f9411149577f2627db6e03.wav,audio/02eb800f48f9411149577f2627db6e03.wav,02eb800f48f9411149577f2627db6e03.wav,real,4,18,6,9,4.5,1,0
audio/02ef1cbe2d153429d6130f94b134ba50.wav,audio/02ef1cbe2d153429d6130f94b134ba50.wav,02ef1cbe2d153429d6130f94b134ba50.wav,real,9,64,23,33,7.111111111111111,1,0
audio/02f7820ee0341e157b2a5eb71232aa18.wav,audio/02f7820ee0341e157b2a5eb71232aa18.wav,02f7820ee0341e157b2a5eb71232aa18.wav,real,1,3,2,1,3.0,1,0
audio/02fe35b3b8299fe3df088dad1cc810a9.wav,audio/02fe35b3b8299fe3df088dad1cc810a9.wav,02fe35b3b8299fe3df088dad1cc810a9.wav,real,4,30,10,17,7.5,1,0
audio/031b6a9a8e15c5453922504d9ecf8022.wav,audio/031b6a9a8e15c5453922504d9ecf8022.wav,031b6a9a8e15c5453922504d9ecf8022.wav,real,3,12,5,5,4.0,1,0
audio/031c0479832744269934c85a65c35216.wav,audio/031c0479832744269934c85a65c35216.wav,031c0479832744269934c85a65c35216.wav,real,3,18,6,10,6.0,1,1
audio/031e746618b4489b6557fbb02a0cbc4f.wav,audio/031e746618b4489b6557fbb02a0cbc4f.wav,031e746618b4489b6557fbb02a0cbc4f.wav,real,8,48,17,22,6.0,1,0
audio/031ec58abbff04759aa87a194e59d6c2.wav,audio/031ec58abbff04759aa87a194e59d6c2.wav,031ec58abbff04759aa87a194e59d6c2.wav,real,5,26,9,13,5.2,1,0
audio/033fed4ed8b55f49939b97513876b84d.wav,audio/033fed4ed8b55f49939b97513876b84d.wav,033fed4ed8b55f49939b97513876b84d.wav,real,5,37,13,19,7.4,1,0
audio/034f6a7ea6b758c626f2c821bc7f6cf3.wav,audio/034f6a7ea6b758c626f2c821bc7f6cf3.wav,034f6a7ea6b758c626f2c821bc7f6cf3.wav,real,4,21,8,10,5.25,1,0
audio/035432ffab811c089fe7ebaa8e7863bf.wav,audio/035432ffab811c089fe7ebaa8e7863bf.wav,035432ffab811c089fe7ebaa8e7863bf.wav,real,1,6,2,4,6.0,1,0
audio/035c9a8fdeceefe8f8e1bd541f262432.wav,audio/035c9a8fdeceefe8f8e1bd541f262432.wav,035c9a8fdeceefe8f8e1bd541f262432.wav,real,3,21,9,10,7.0,1,0
audio/035dc3ff7ff41adab0748e99abb86baf.wav,audio/035dc3ff7ff41adab0748e99abb86baf.wav,035dc3ff7ff41adab0748e99abb86baf.wav,real,4,26,9,13,6.5,1,0
audio/036d78d29bda729faf74758635566472.wav,audio/036d78d29bda729faf74758635566472.wav,036d78d29bda729faf74758635566472.wav,real,1,6,3,3,6.0,1,0
audio/03760839cb693f76f5e401a8161b8fa6.wav,audio/03760839cb693f76f5e401a8161b8fa6.wav,03760839cb693f76f5e401a8161b8fa6.wav,real,8,46,13,23,5.75,1,0
audio/0378b39861df1668ae94591f1c0f6658.wav,audio/0378b39861df1668ae94591f1c0f6658.wav,0378b39861df1668ae94591f1c0f6658.wav,real,2,9,4,4,4.5,1,0
audio/037d33f995b5cdd9e4e565053d6ac5ca.wav,audio/037d33f995b5cdd9e4e565053d6ac5ca.wav,037d33f995b5cdd9e4e565053d6ac5ca.wav,real,5,24,8,11,4.8,1,0
audio/03859111983e711e094ef8219a027528.wav,audio/03859111983e711e094ef8219a027528.wav,03859111983e711e094ef8219a027528.wav,real,9,37,13,15,4.111111111111111,1,0
audio/038dcba7db96511b794bd11c37d5debf.wav,audio/038dcba7db96511b794bd11c37d5debf.wav,038dcba7db96511b794bd11c37d5debf.wav,real,2,14,5,7,7.0,1,0
audio/039c1fb3df26e283f21585fcf38855bd.wav,audio/039c1fb3df26e283f21585fcf38855bd.wav,039c1fb3df26e283f21585fcf38855bd.wav,real,3,27,11,14,9.0,1,0
audio/03a3d32b4af92df2caf712a5430b3a88.wav,audio/03a3d32b4af92df2caf712a5430b3a88.wav,03a3d32b4af92df2caf712a5430b3a88.wav,real,5,30,9,16,6.0,1,0
audio/03a838525f154a3e5c162164f1b08a3c.wav,audio/03a838525f154a3e5c162164f1b08a3c.wav,03a838525f154a3e5c162164f1b08a3c.wav,real,5,29,7,16,5.8,1,0
audio/03acba6ea63e0951ec1410ce5f86c119.wav,audio/03acba6ea63e0951ec1410ce5f86c119.wav,03acba6ea63e0951ec1410ce5f86c119.wav,real,6,37,15,17,6.166666666666667,1,0
audio/03b35564918704ae98537892c9e18993.wav,audio/03b35564918704ae98537892c9e18993.wav,03b35564918704ae98537892c9e18993.wav,real,4,28,9,15,7.0,1,0
audio/03b92263995462b2e09655a8e29d4d0b.wav,audio/03b92263995462b2e09655a8e29d4d0b.wav,03b92263995462b2e09655a8e29d4d0b.wav,real,4,24,8,13,6.0,1,0
audio/03c609b91efa8a031b0436c501000991.wav,audio/03c609b91efa8a031b0436c501000991.wav,03c609b91efa8a031b0436c501000991.wav,real,3,23,8,11,7.666666666666667,1,1
audio/03d7a243afb11166401c3ab45c832015.wav,audio/03d7a243afb11166401c3ab45c832015.wav,03d7a243afb11166401c3ab45c832015.wav,real,7,44,16,22,6.285714285714286,1,0
audio/03db48c6684869d0fa006c99b131d9ef.wav,audio/03db48c6684869d0fa006c99b131d9ef.wav,03db48c6684869d0fa006c99b131d9ef.wav,real,4,26,9,14,6.5,1,0
audio/03e9ce09f331adc6b9a418864058f75e.wav,audio/03e9ce09f331adc6b9a418864058f75e.wav,03e9ce09f331adc6b9a418864058f75e.wav,real,1,11,4,7,11.0,1,0
audio/03ea93187e36573abac9e6f3ddd98a3d.wav,audio/03ea93187e36573abac9e6f3ddd98a3d.wav,03ea93187e36573abac9e6f3ddd98a3d.wav,real,4,26,9,14,6.5,1,0
audio/03ec8959efd6049dcc3ce8c3fb24f65b.wav,audio/03ec8959efd6049dcc3ce8c3fb24f65b.wav,03ec8959efd6049dcc3ce8c3fb24f65b.wav,real,5,38,14,20,7.6,1,0
audio/03ef6773efdd4bbacd51e13b0d06c8f3.wav,audio/03ef6773efdd4bbacd51e13b0d06c8f3.wav,03ef6773efdd4bbacd51e13b0d06c8f3.wav,real,6,32,14,13,5.333333333333333,1,1
audio/03f0be26077378f077a42f1afe00db7a.wav,audio/03f0be26077378f077a42f1afe00db7a.wav,03f0be26077378f077a42f1afe00db7a.wav,real,5,36,15,15,7.2,1,0
audio/03f52381d8c64a12d1733e13022007d5.wav,audio/03f52381d8c64a12d1733e13022007d5.wav,03f52381d8c64a12d1733e13022007d5.wav,real,14,83,33,36,5.928571428571429,1,0
audio/03f6b867754380c223e99268a44d45bb.wav,audio/03f6b867754380c223e99268a44d45bb.wav,03f6b867754380c223e99268a44d45bb.wav,real,4,23,7,11,5.75,1,0
audio/03f82988ce5c98b7e7f24683d6c08d22.wav,audio/03f82988ce5c98b7e7f24683d6c08d22.wav,03f82988ce5c98b7e7f24683d6c08d22.wav,real,3,25,8,15,8.333333333333334,1,0
audio/03fdb975be8317ea26cbc86f32b2c5eb.wav,audio/03fdb975be8317ea26cbc86f32b2c5eb.wav,03fdb975be8317ea26cbc86f32b2c5eb.wav,real,6,47,18,23,7.833333333333333,1,0
audio/0407f9c1ac0a775ab14231f8918aba2c.wav,audio/0407f9c1ac0a775ab14231f8918aba2c.wav,0407f9c1ac0a775ab14231f8918aba2c.wav,real,3,16,6,8,5.333333333333333,1,1
audio/0416887d96dab4cf20a1fea4e8265edd.wav,audio/0416887d96dab4cf20a1fea4e8265edd.wav,0416887d96dab4cf20a1fea4e8265edd.wav,real,4,32,14,14,8.0,1,0
audio/041bdc9ac370241a5952a9efed85c456.wav,audio/041bdc9ac370241a5952a9efed85c456.wav,041bdc9ac370241a5952a9efed85c456.wav,real,2,18,7,10,9.0,1,0
audio/0428c915afa038db191e9780cf6dc4e4.wav,audio/0428c915afa038db191e9780cf6dc4e4.wav,0428c915afa038db191e9780cf6dc4e4.wav,real,8,62,24,29,7.75,1,0
audio/043a2f7fdca3dc11a5d067360a5fe9ce.wav,audio/043a2f7fdca3dc11a5d067360a5fe9ce.wav,043a2f7fdca3dc11a5d067360a5fe9ce.wav,real,6,34,13,15,5.666666666666667,1,0
audio/044a6d56477b7814806c51d7dd697e42.wav,audio/044a6d56477b7814806c51d7dd697e42.wav,044a6d56477b7814806c51d7dd697e42.wav,real,4,22,8,11,5.5,1,0
audio/044c8818aeb7a2482f747b73efaba4b1.wav,audio/044c8818aeb7a2482f747b73efaba4b1.wav,044c8818aeb7a2482f747b73efaba4b1.wav,real,9,43,14,17,4.777777777777778,1,0
audio/044e908116b2fb99de501f8cde17f964.wav,audio/044e908116b2fb99de501f8cde17f964.wav,044e908116b2fb99de501f8cde17f964.wav,real,8,40,15,17,5.0,1,0
audio/0455ade6a3f3c4bb7f4e9855c1159048.wav,audio/0455ade6a3f3c4bb7f4e9855c1159048.wav,0455ade6a3f3c4bb7f4e9855c1159048.wav,real,3,21,8,11,7.0,1,1
audio/045cf0bdbc27b723542d011cf47b8e9f.wav,audio/045cf0bdbc27b723542d011cf47b8e9f.wav,045cf0bdbc27b723542d011cf47b8e9f.wav,real,3,18,8,8,6.0,1,0
audio/046a068b2ac58c770f61bbdd61f47fe3.wav,audio/046a068b2ac58c770f61bbdd61f47fe3.wav,046a068b2ac58c770f61bbdd61f47fe3.wav,real,3,16,5,8,5.333333333333333,1,0
audio/046c3ef6b59f5ce7cc3df460a253fadb.wav,audio/046c3ef6b59f5ce7cc3df460a253fadb.wav,046c3ef6b59f5ce7cc3df460a253fadb.wav,real,4,28,8,16,7.0,1,0
audio/047f7fd2345fbe39c203eb459f6e40ba.wav,audio/047f7fd2345fbe39c203eb459f6e40ba.wav,047f7fd2345fbe39c203eb459f6e40ba.wav,real,4,23,9,11,5.75,1,0
audio/048a9657e118e7d5e14130605916a284.wav,audio/048a9657e118e7d5e14130605916a284.wav,048a9657e118e7d5e14130605916a284.wav,real,3,9,0,0,3.0,0,0
audio/048f52d07b799714dd61d60588c9c891.wav,audio/048f52d07b799714dd61d60588c9c891.wav,048f52d07b799714dd61d60588c9c891.wav,real,8,42,15,18,5.25,1,0
audio/049e86ccf378470a8e91a4030309f4c5.wav,audio/049e86ccf378470a8e91a4030309f4c5.wav,049e86ccf378470a8e91a4030309f4c5.wav,real,6,39,13,20,6.5,1,0
audio/04a30aa3caa911a2dc89db91b679a34e.wav,audio/04a30aa3caa911a2dc89db91b679a34e.wav,04a30aa3caa911a2dc89db91b679a34e.wav,real,6,38,13,20,6.333333333333333,1,0
audio/04a81b022b0d66bf769d0edf8435aac3.wav,audio/04a81b022b0d66bf769d0edf8435aac3.wav,04a81b022b0d66bf769d0edf8435aac3.wav,real,2,15,6,8,7.5,1,0
